id,workspace_id,category,key,value,created_at,updated_at
2e40de0a-b6f9-4227-937b-71355cbadded,/private/var/folders/dy/k9c_fpxn5h5cbb9hdsj3zzkm0000gn/T/tmpjyip7fl9/test_project,instance_state,A,"{""status"": ""active"", ""port_base"": 3000, ""created_at"": ""2026-08-02T22:29:27.467207Z"", ""git_branch"": ""unknown"", ""instance_id"": ""A"", ""last_active"": ""2026-08-02T22:29:27.467223Z"", ""worktree_path"": ""/var/folders/dy/k9c_fpxn5h5cbb9hdsj3zzkm0000gn/T/tmpjyip7fl9/test_project"", ""last_focus_context"": ""New session"", ""last_working_directory"": ""/var/folders/dy/k9c_fpxn5h5cbb9hdsj3zzkm0000gn/T/tmpjyip7fl9/test_project""}",2026-08-02 22:29:27.474428+00,2026-08-02 22:29:27.474428+00
8f586440-edce-42e1-8c3f-4d5b507b1354,/private/var/folders/dy/k9c_fpxn5h5cbb9hdsj3zzkm0000gn/T/pytest-of-hue/pytest-309/test_start_basic_environment0/project,instance_state,A,"{""status"": ""active"", ""port_base"": 3000, ""created_at"": ""2026-08-02T22:29:30.803887Z"", ""git_branch"": ""unknown"", ""instance_id"": ""A"", ""last_active"": ""2026-08-02T22:29:30.803902Z"", ""worktree_path"": ""/private/var/folders/dy/k9c_fpxn5h5cbb9hdsj3zzkm0000gn/T/pytest-of-hue/pytest-309/test_start_basic_environment0/project"", ""last_focus_context"": ""New session"", ""last_working_directory"": ""/private/var/folders/dy/k9c_fpxn5h5cbb9hdsj3zzkm0000gn/T/pytest-of-hue/pytest-309/test_start_basic_environment0/project""}",2026-08-02 22:29:30.810958+00,2026-08-02 22:29:30.810958+00
